Make	Model	MakeCode	FamilyCode	YearGroup	MonthGroup	SequenceNum	Description	CurrentRelease	ImportFlag	LimitedEdition	Series	SeriesModelYear	BadgeDescription	BadgeSecondaryDescription	BodyStyleDescription	BodyConfigDescription	WheelBaseConfig	Roofline	ExtraIdentification	DriveDescription	DriveCode	GearTypeDescription	GearLocationDescription	GearNum	DoorNum	EngineSize	EngineDescription	Cylinders	FuelTypeDescription	InductionDescription	OptionCategory	CamDescription	EngineTypeDescription	FuelCapacity	FuelDeliveryDescription	MethodOfDeliveryDescription	GrossCombinationMAss	GrossVehicleMass	VIN	WheelBase	Height	Length	Width	KerbWeight	TareMass	PayLoad	Power	PowerRPMFrom	PowerRPMTo	Torque	TorqueRPMFrom	TorqueRPMTo	RonRating	SeatCapacity	ModelCode	BuildCountryOriginDescription	ValvesCylinder	EngineCycleDescription	EngineConfigurationDescription	EngineLocation	EngineNum	Acceleration	FrontTyreSize	RearTyreSize	FrontRimDesc	RearRimDesc	TowingBrakes	TowingNoBrakes	WarrantyCustAssist	FreeScheduledService	WarrantyYears	WarrantyKM	FirstServiceKM	FirstServiceMonths	RegServiceMonths	AltEngEngineType	AltEngBatteryType	AltEngCurrentType	AltEngAmpHours	AltEngVolts	AltEngChargingMethod	AltEngPower	AltEngPowerFrom	AltEngPowerTo	AltEngTorque	AltEngTorqueFrom	AltEngTorqueTo	AltEngDrive	NormalChargeMins	QuickChargeMins	NormalChargeVoltage	QuickChargeVoltage	KMRangeElectricEng	ElectricEngineLocation	TopSpeedElectricEng	GreenhouseRating	AirpollutionRating	OverallGreenStarRating	CO2Combined	CO2Urban	CO2ExtraUrban	FuelUrban	FuelExtraurban	FuelCombined	EmissionStandard	MaxEthanolBlend	AncapRating	VFactsClass	VFactsSegment	VFactsPrice	IsPPlateApproved	AverageKM	GoodKM	AvgWholesale	AvgRetail	GoodWholesale	GoodRetail	TradeMin	TradeMax	PrivateMax	NewPrice	Colour	Branch	SaleCategory	Sold_Date	Compliance_Date	Age_Comp_Months	KM	Sold_Amount
Holden	Colorado	HOLD	COLORAD	2012	6	18	RG MY13 LX Cab Chassis Crew Cab 4dr. Man 5sp 4x4 1067kg 2.8DT	F	L	F	RG	MY13	LX	NULL	Cab Chassis	Dual Cab	NULL	NULL	NULL	4X4 Dual Range	4XD	Manual	Floor	5	4	2776	2.8	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	76	Direct Injection	Electronic Sequential	6000	3100	MMU147DH0DH######	3096	1780	5127	1882	1910	NULL	1067	132.00	NULL	3800	440	NULL	2000	NULL	5	82H432D5	THAILAND	4	4 Stroke	In-line	Front	APL G102######	NULL	245/70 R16	245/70 R16	16x6.5	16x6.5	3500	750	1yr Roadside	NULL	3	100000	15000	9	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.00	3.00	2.50	218	260	193	9.70	7.20	8.10	Euro 4	NULL	5	Light Commercial	PU/CC 4x4	NULL	T	150	100	18850	22850	21150	25500	16700	19100	23300	42990	White	Darwin (NT)	Auction	2017-07-13 00:00:00.000	01/2013	54	95997	19000.00
Hyundai	i40	HYUN	I40	2012	0	1	VF Active Tourer 5dr. Spts Auto 6sp 2.0i	F	L	F	VF	NULL	Active	NULL	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic	S/Wheel & Floor	6	5	1998	2.0	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Direct Injection	Electronic Sequential	3580	2080	KMHL*81DM*U######	2770	1470	4770	1815	1595	1543	485	130.00	NULL	6500	213	NULL	4700	91	5	VFWGACT20P30	SOUTH KOREA	4	4 Stroke	In-line	Front	G4NC-######	NULL	205/60 R16	205/60 R16	16x7.0	16x7.0	1500	700	NULL	NULL	5	-1	1500	1	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	7.50	4.00	179	244	142	10.50	6.10	7.70	Euro 5	NULL	5	Passenger	Medium	< $60K	T	130	80	9450	12350	11150	14150	8300	10000	12700	34490	Grey	Geebung (QLD)	Dealer Only Auction	2016-09-07 00:00:00.000	12/2012	45	83484	12055.00
Toyota	Kluger	TOYO	KLUGER	2013	0	4	GSU45R KX-R Wagon 7st 5dr Spts Auto 5sp AWD 3.5i	F	L	F	GSU45R	NULL	KX-R	NULL	Wagon	NULL	NULL	NULL	NULL	Four Wheel Drive	4WD	Sports Automatic	Floor	5	5	3456	3.5	6	Petrol - Unleaded ULP	Aspirated	SUV	DOHC with VVT	Piston	72	Multi-Point Injection	Electronic Sequential	4720	2720	JTEDS42A302######	2790	1730	4690	1825	2040	2010	680	201.00	NULL	6200	337	NULL	4700	91	7	GSU45R-BRANKQ	JAPAN	4	4 Stroke	V60	Front	2GR-#######	8.20	245/65 R17	245/65 R17	17x7.5	17x7.5	2000	700	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.00	5.50	3.00	259	350	206	15.00	8.70	11.00	NULL	NULL	5	SUV	Large	< $70K	T	100	60	20800	25100	23200	27800	18700	21200	25500	47690	1G3 - Graphite (T)	Darwin (NT)	Auction	2016-12-22 00:00:00.000	09/2013	39	79213	22750.00
Toyota	Yaris	TOYO	YARIS	2016	0	0	NCP130R Ascent Hatchback 5dr Man 5sp 1.3i	F	L	F	NCP130R	NULL	Ascent	NULL	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Manual	Floor	5	5	1299	1.3	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	42	Multi-Point Injection	Electronic Sequential	2370	1470	JTDKW3D310D######	2510	1510	3905	1695	1025	1000	445	63.00	NULL	6000	121	NULL	4400	91	5	NCP130R-AHMRKQ	JAPAN	4	4 Stroke	In-line	Front	2NZ-#######	NULL	175/65 R15	175/65 R15	15x5.5	15x5.5	900	550	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	134	165	117	7.00	5.00	5.70	Euro 4	NULL	NULL	Passenger	Light	< $25K	T	25	15	9200	11250	10800	12850	8100	9700	12000	15290	8T7 - Tidal Blue (T)	Chullora (NSW)	Dealer Only Auction	2017-09-20 00:00:00.000	10/2016	11	10114	11000.00
Mitsubishi	Outlander	MITS	OUTLAND	2013	8	10	ZJ MY14 LS Wagon 5dr CVT 6sp 2WD 2.0i	F	L	F	ZJ	MY14	LS	NULL	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	S/Wheel & Floor	6	5	1998	2.0	4	Petrol - Unleaded ULP	Aspirated	SUV	OHC with VVT	Piston	63	Multi-Point Injection	Electronic Sequential	NULL	1985	JMFXNGF7WEZ######	2670	1680	4655	1800	1425	1385	560	110.00	NULL	6000	190	NULL	4200	91	5	ZJ2H45	JAPAN	4	4 Stroke	In-line	Front	4J11**-####	NULL	225/55 R18	225/55 R18	18x8.0	18x8.0	1600	750	1yr Roadside	NULL	5	130000	1500	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	7.50	4.50	160	202	135	8.70	5.80	6.90	NULL	NULL	5	SUV	Medium	< $60K	T	100	60	14250	17550	16100	19700	12500	14500	17900	33490	White	Geebung (QLD)	Fixed Price	2017-02-11 00:00:00.000	12/2013	38	58580	16865.00
Toyota	Landcruiser	TOYO	LANDCRU	2011	0	5	VDJ200R MY10 GXL Wagon 8st 5dr Spts Auto 6sp 4x4 4.5DTT	F	L	F	VDJ200R	MY10	GXL	NULL	Wagon	NULL	NULL	NULL	NULL	4X4 Constant	4XC	Sports Automatic	Floor	6	5	4461	4.5	8	Diesel	Twin Turbo Intercooled	SUV	Double Overhead Cam	Piston	138	Direct Injection	Electronic	6800	3300	JTMHV09J#05######	2850	1905	4950	1970	2700	2590	665	195.00	NULL	3400	650	1600	2600	NULL	8	VDJ200R-GNTNZQ	JAPAN	4	4 Stroke	V90	Front	1VD-#######	NULL	285/65 R17	285/65 R17	17x8.0	17x8.0	3500	750	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.50	3.00	2.00	273	NULL	NULL	NULL	NULL	10.30	NULL	NULL	4	SUV	Upper Large	< $100K	F	150	90	43400	50750	47800	55700	40100	44800	51600	87664	040 - Glacier White (T)	Townsville (QLD)	Dealer Only Auction	2016-03-03 00:00:00.000	10/2011	53	148135	44500.00
Toyota	Hiace	TOYO	HIACE	2011	0	4	KDH201R MY11 Van LWB 4dr Man 5sp 980kg 3.0DT	F	L	F	KDH201R	MY11	NULL	NULL	Van	NULL	Long Wheelbase	NULL	NULL	Rear Wheel Drive	RWD	Manual	Dash	5	4	2982	3.0	4	Diesel	Turbo Intercooled	VAN	Double Overhead Cam	Piston	70	Direct Injection	Electronic Sequential	3800	2800	JTFHT02P#########	2570	1980	4695	1695	1820	1720	980	100.00	NULL	3400	300	1200	2400	NULL	3	KDH201R-RBMDYQ	JAPAN	4	4 Stroke	In-line	Front	1KD-######	NULL	195 R15 C	195 R15 C	15x6.0	15x6.0	1400	400	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.00	3.00	2.50	210	275	172	10.50	6.50	8.00	NULL	NULL	3	Light Commercial	Vans/CC	2.5t-3.5t	T	180	120	19150	23200	21550	25950	16900	19500	23800	37690	058 - White solid (T)	Townsville (QLD)	Auction	2017-06-27 00:00:00.000	02/2011	76	51401	24000.00
Volkswagen	Tiguan	VOLK	TIGUAN	2016	5	8	5N MY17 110TDI Comfortline Wagon 5dr DSG 7sp 4MOTION 2.0DT	F	L	F	5N	MY17	110TDI	Comfortline	Wagon	NULL	NULL	NULL	NULL	Four Wheel Drive	4WD	Sports Automatic Dual Clutch	Floor	7	5	1968	2.0	4	Diesel	Turbo Intercooled	SUV	Double Overhead Cam	Piston	60	Direct Injection	Electronic Sequential	NULL	NULL	WVGZZZ5NZHW######	2681	1658	4486	1839	NULL	1647	NULL	110.00	3500	4000	340	1750	3000	NULL	5	AD136T/17	GERMANY	4	4 Stroke	In-line	Front	DFGA #####	9.30	215/65 R17	215/65 R17	17x7.0	17x7.0	2500	750	3yr Roadside	NULL	3	-1	15000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	155	182	140	7.00	5.30	5.90	Euro 6	NULL	5	SUV	Medium	< $60K	T	25	15	30600	36200	33450	39500	27900	31000	36500	42990	2T2T - Deep Black Pearl Effect (VW)	Chullora (NSW)	Dealer Only Auction	2017-10-11 00:00:00.000	08/2016	14	2263	34000.00
Mercedes-Benz	Sprinter	MERC	SPRINTE	2007	0	30	NCV3 315CDI Van High Roof LWB 4dr Auto 6sp 1370kg 2.1DT	F	L	F	NCV3	NULL	315CDI	NULL	Van	NULL	Long Wheelbase	High Roof	NULL	Rear Wheel Drive	RWD	Automatic	Dash	6	4	2148	2.1	4	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	75	Direct Injection	Electronic	5550	3550	WDB9066352?######	4325	2700	6945	1993	2210	2210	1370	110.00	NULL	3800	330	1200	2400	NULL	2	NULL	GERMANY	4	4 Stroke	In-line	Front	646986 51######	NULL	235/65 R16	235/65 R16	16x6.5	16x6.5	2000	750	3yr Roadside	NULL	3	200000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Heavy Commercial	Trucks 3,501-7,500 kgs GVM	NULL	T	300	200	13900	18250	16250	21150	12000	14600	18700	55130	White	Belmore (NSW)	Auction	2017-05-10 00:00:00.000	11/2007	114	190035	21800.00
Nissan	X-Trail	NISS	X-TRAIL	2016	0	16	T32 TS Wagon 5dr X-tronic 7sp 2WD 1.6DT	F	L	F	T32	NULL	TS	NULL	Wagon	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Constantly Variable Transmission	Floor	7	5	1598	1.6	4	Diesel	Turbo Intercooled	SUV	Double Overhead Cam	Piston	60	Direct Injection	Electronic Sequential	NULL	2140	JN1TCAT32A0######	2705	1710	4640	1820	NULL	1537	NULL	96.00	NULL	4000	320	NULL	1750	NULL	5	XTRAIL2DATS	JAPAN	4	4 Stroke	In-line	Front	R9M-######?	NULL	225/65 R17	225/65 R17	17x7.0	17x7.0	1500	750	3yr roadside assist	NULL	3	100000	10000	12	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	139	156	129	5.90	4.90	5.30	Euro 5	NULL	5	SUV	Medium	< $60K	T	25	15	21850	26250	24200	28900	19700	22200	26600	35380	White	Belmore (NSW)	Fixed Price	2017-05-27 00:00:00.000	03/2016	14	50160	22360.01
Toyota	Hilux	TOYO	HILUX	2011	9	33	TGN16R MY12 Workmate Cab Chassis Single Cab 2dr Auto 4sp 1350kg 2.7i	F	L	F	TGN16R	MY12	Workmate	NULL	Cab Chassis	Single Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Automatic	Floor	4	2	2694	2.7	4	Petrol - Unleaded ULP	Aspirated	CC	DOHC with VVT	Piston	76	Multi-Point Injection	Electronic Sequential	5030	2780	MR0CX12G300######	3085	1680	4980	1760	1430	NULL	1350	116.00	NULL	5200	240	NULL	3800	91	2	TGN16R-TRPDKQ3	THAILAND	4	4 Stroke	In-line	Front	2TR-#######	NULL	205/70 R15 C	205/70 R15 C	15x6.0	15x6.0	2250	750	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	271	NULL	NULL	15.40	9.20	11.50	NULL	NULL	4	Light Commercial	PU/CC 4X2	NULL	T	180	120	9250	12100	10900	13950	8100	9800	12500	20990	040 - Glacier White (T)	Belmore (NSW)	Auction	2017-09-05 00:00:00.000	10/2011	71	35901	15000.00
Holden	Ute	HOLD	UTE	2012	9	16	VE II MY12.5 Omega Utility Extended Cab 2dr. Spts Auto 6sp 3.6Gi	F	L	F	VE II	MY12.5	Omega	NULL	Utility	Extended Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	2	3564	3.6	6	LPG only	Aspirated	CC	DOHC with VVT	Piston	84	Multi-Point Injection	Electronic Sequential	4105	2505	6G1EK4?#*CL######	3009	1463	5060	1899	1683	1683	NULL	180.00	NULL	6000	320	NULL	2000	91	2	8EK80 1GA	AUSTRALIA	4	4 Stroke	V60	Front	L?*###***1234*	NULL	225/60 R16	225/60 R16	16x7.0	16x7.0	1600	750	1yr Roadside	NULL	3	100000	15000	9	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	8.50	4.50	200	274	157	17.00	9.80	12.40	Euro 5	NULL	5	Light Commercial	PU/CC 4X2	NULL	T	150	100	13050	16150	14800	18250	11400	13300	16500	37990	Heron White	Belmore (NSW)	Dealer Only Auction	2017-10-18 00:00:00.000	09/2012	61	107087	10150.00
Ford	Falcon	FORD	FALCON	2005	0	20	BA Mk II XT Wagon 5dr Spts Auto 4sp 4.0Gi (LPG Only)	F	L	F	BA Mk II	NULL	XT	NULL	Wagon	NULL	NULL	NULL	LPG Only	Rear Wheel Drive	RWD	Sports Automatic	Floor	4	5	3984	4.0	6	LPG only	Aspirated	PASS	DOHC with VVT	Piston	116	Single-Point Injection	Mechanical	NULL	NULL	6FPAAAJGSW3M#####	2922	1483	5053	1863	1657	1620	NULL	156.00	NULL	4750	372	NULL	3000	NULL	5	18463	AUSTRALIA	4	4 Stroke	In-line	Front	JGSW2M#####	NULL	215/60 R16	215/60 R16	16x6.5	16x6.5	2300	750	3 year roadside	NULL	3	100000	3000	4	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	246	NULL	NULL	NULL	NULL	15.30	NULL	NULL	4	Passenger	Large	< $70K	T	300	180	1450	3950	2950	5500	1200	2700	4600	38660	Silver	Sunshine (VIC)	Pickles Online	2016-08-08 00:00:00.000	09/2005	131	274313	1250.00
Toyota	Yaris	TOYO	YARIS	2010	0	17	NCP93R MY10 YRS Sedan 4dr Auto 4sp 1.5i	F	L	F	NCP93R	MY10	YRS	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Automatic	Floor	4	4	1497	1.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	42	Multi-Point Injection	Electronic Sequential	2200	1500	JTDBT9#3#01######	2550	1460	4300	1690	1070	1020	430	80.00	NULL	6000	141	NULL	4200	91	5	NCP93R-BEPRKQ	JAPAN	4	4 Stroke	In-line	Front	1NZ-#######	12.00	185/60 R15	185/60 R15	15x5.5	15x5.5	NULL	NULL	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	6.50	4.00	160	NULL	NULL	NULL	NULL	6.70	Euro 4	NULL	NULL	Passenger	Light	< $25K	T	180	110	6000	8050	7650	9650	5200	6900	9000	20440	White	Geebung (QLD)	Auction	2016-08-17 00:00:00.000	07/2010	73	67782	5700.00
Toyota	Camry	TOYO	CAMRY	2015	4	6	ASV50R Altise Sedan 4dr Spts Auto 6sp 2.5i (Apr)	F	L	F	ASV50R	NULL	Altise	NULL	Sedan	NULL	NULL	NULL	Apr	Front Wheel Drive	FWD	Sports Automatic	Floor	6	4	2494	2.5	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	70	Multi-Point Injection	Electronic Sequential	3300	2100	6T1BF3FK90#######	2775	1470	4850	1835	1465	1420	635	133.00	NULL	6000	231	NULL	4100	91	5	ASV50R-DETDKQ	AUSTRALIA	4	4 Stroke	In-line	Front	2AR-#######	NULL	215/60 R16	215/60 R16	16x6.5	16x6.5	1200	500	NULL	NULL	3	100000	5000	3	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	6.50	6.50	3.50	183	255	142	10.90	6.00	7.80	Euro 4	E10	5	Passenger	Medium	< $60K	T	50	30	14250	17550	16000	19600	12500	14400	17800	26490	1F7 - Silver Pearl (T)	Sunshine (VIC)	Dealer Only Auction	2016-12-07 00:00:00.000	10/2015	14	13210	18300.00
Ford	Focus	FORD	FOCUS	2013	0	15	LW MKII Ambiente Sedan 4dr PwrShift 6sp 1.6i	F	L	F	LW MKII	NULL	Ambiente	NULL	Sedan	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Sports Automatic Dual Clutch	Floor	6	4	1596	1.6	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	55	Multi-Point Injection	Electronic Sequential	NULL	1900	MPBMXXMXBMBE#####	2648	1484	4534	1823	1339	1306	NULL	92.00	NULL	6300	159	NULL	4000	91	5	NULL	THAILAND	4	4 Stroke	In-line	Front	????-#######	NULL	205/60 R16	205/60 R16	16x6.0	16x6.0	NULL	NULL	NULL	NULL	3	100000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.50	6.50	4.00	153	219	115	9.30	4.90	6.50	Euro 4	NULL	5	Passenger	Small	< $40K	T	100	60	7600	10100	8900	11700	6500	8000	10600	22590	Silver	Belmore (NSW)	Auction	2017-07-18 00:00:00.000	07/2013	48	38416	8700.00
Holden	Commodore	HOLD	COMMODO	2014	0	31	VF MY14 SS Sportwagon 5dr. Spts Auto 6sp 6.0i	F	L	F	VF	MY14	SS	NULL	Wagon	NULL	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	5	5967	6.0	8	Petrol - Unleaded ULP	Aspirated	PASS	Pushrod	Piston	71	Multi-Point Injection	Electronic Sequential	NULL	NULL	6G1FC8E##EL######	2915	1474	4939	1898	1836	1791	NULL	260.00	NULL	5600	517	NULL	4400	91	5	8EC35-838	AUSTRALIA	2	4 Stroke	V90	Front	############	NULL	245/45 R18	245/45 R18	18x8.0	18x8.0	2100	750	1yr Roadside	NULL	3	100000	15000	9	9	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4.50	6.50	3.00	278	408	202	17.20	8.50	11.70	Euro 4	E85	5	Passenger	Large	< $70K	T	75	45	24200	28900	26750	31800	21900	24600	29300	47190	Phantom	Sunshine (VIC)	Auction	2016-09-13 00:00:00.000	06/2014	27	34746	30400.00
Holden	Ute	HOLD	UTE	2006	1	8	VZ MY06 SS Utility Extended Cab 2dr. Man 6sp 650kg 6.0i	F	L	F	VZ	MY06	SS	NULL	Utility	Extended Cab	NULL	NULL	NULL	Rear Wheel Drive	RWD	Manual	Floor	6	2	5967	6.0	8	Petrol - Unleaded ULP	Aspirated	CC	Pushrod	Piston	70	Multi-Point Injection	Electronic Sequential	3715	2275	6G1ZK42U?6L######	2939	1476	5058	1845	1625	1567	650	260.00	NULL	5600	510	NULL	4400	91	2	8VC80-826	AUSTRALIA	2	4 Stroke	V90	Front	7NB-#########	NULL	235/45 R17	235/45 R17	17x8.0	17x8.0	1440	NULL	3yr Roadside	NULL	3	100000	10000	6	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	348	NULL	NULL	NULL	NULL	14.60	NULL	NULL	NULL	Light Commercial	PU/CC 4X2	NULL	F	330	220	7950	11150	9600	13450	6600	8600	11700	41490	White	Sunshine (VIC)	Auction	2016-09-22 00:00:00.000	06/2006	123	135362	8500.00
Ford	Territory	FORD	TERRITO	2014	0	0	SZ TX Wagon 5dr Seq Sport Shift 6sp 4.0i	F	L	F	SZ	NULL	TX	NULL	Wagon	NULL	NULL	NULL	NULL	Rear Wheel Drive	RWD	Sports Automatic	Floor	6	5	3984	4.0	6	Petrol - Unleaded ULP	Aspirated	SUV	DOHC with VVT	Piston	75	Multi-Point Injection	Electronic Sequential	NULL	NULL	6FPAAAJGATC*#####	2843	1716	4883	1898	1967	1919	NULL	195.00	NULL	6000	391	NULL	3250	91	5	hHGB9HC	AUSTRALIA	4	4 Stroke	In-line	Front	JGAT5R#####	NULL	235/60 R17	235/60 R17	17x7.5	17x7.5	2300	750	1 year roadside	NULL	3	100000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5.00	5.50	3.00	249	353	190	15.00	8.00	10.60	NULL	NULL	5	SUV	Large	< $70K	T	75	45	14400	17750	16200	19850	12700	14600	18000	39990	Lightning Strike	Sunshine (VIC)	Auction	2016-06-07 00:00:00.000	03/2014	27	64801	18900.00
Ford	Focus	FORD	FOCUS	2015	7	17	LZ Trend Hatchback 5dr Auto 6sp 1.5T	F	L	F	LZ	NULL	Trend	NULL	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Automatic	Floor	6	5	1498	1.5	4	Petrol - Unleaded ULP	Turbo Intercooled	PASS	DOHC with VVT	Piston	55	Direct Injection	Electronic Sequential	NULL	NULL	MPBKXXMXBKBE#####	2648	1484	4558	1823	NULL	1360	NULL	132.00	NULL	6000	240	1600	5000	91	5	nA3X996	THAILAND	4	4 Stroke	In-line	Front	****#******	NULL	205/60 R16	205/60 R16	16x7.0	16x7.0	1100	750	1 year roadside	NULL	3	100000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	146	NULL	NULL	NULL	NULL	6.20	Euro 5	NULL	5	Passenger	Small	< $40K	T	50	30	15400	18900	17250	21050	13500	15500	19200	24390	Grey	Belmore (NSW)	Auction	2017-03-22 00:00:00.000	10/2015	17	26440	14100.00
Ford	Ranger	FORD	RANGER	2011	10	42	PX XL Cab Chassis Super Cab 4dr Man 6sp 4x4 1330kg 3.2DT	F	L	F	PX	NULL	XL	NULL	Cab Chassis	Extended Cab	NULL	NULL	NULL	4X4 Dual Range	4XD	Manual	Floor	6	4	3198	3.2	5	Diesel	Turbo Intercooled	CC	Double Overhead Cam	Piston	80	Direct Injection	Electronic Sequential	5950	3200	6FP#MBGE0B#P#####	3220	1804	5359	1850	1870	NULL	1330	147.00	NULL	3000	470	1500	2750	NULL	4	NULL	THAILAND	4	4 Stroke	In-line	Front	P5AT-######	NULL	255/70 R16	255/70 R16	16x7.0	16x7.0	3350	750	1 year roadside	NULL	3	100000	NULL	NULL	12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	235	NULL	NULL	NULL	NULL	8.90	NULL	NULL	NULL	Light Commercial	PU/CC 4x4	NULL	T	180	120	18550	22550	20950	25250	16400	18900	23100	43390	White	Hobart (TAS)	Auction	2016-03-29 00:00:00.000	09/2011	54	59548	28750.00
Toyota	Corolla	TOYO	COROLLA	2013	0	2	ZRE182R Ascent Sport Hatchback 5dr Man 6sp 1.8i	F	L	F	ZRE182R	NULL	Ascent Sport	NULL	Hatchback	NULL	NULL	NULL	NULL	Front Wheel Drive	FWD	Manual	Floor	6	5	1798	1.8	4	Petrol - Unleaded ULP	Aspirated	PASS	DOHC with VVT	Piston	50	Multi-Point Injection	Electronic Sequential	NULL	NULL	JTNKU3JE501######	2600	1460	4275	1760	1290	1245	NULL	103.00	NULL	6400	173	NULL	4000	91	5	ZRE182R-AHFNKQ	JAPAN	4	4 Stroke	In-line	Front	2ZR-#######	NULL	205/55 R16	205/55 R16	16x6.5	16x6.5	1300	450	NULL	NULL	3	100000	5000	3	6	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7.00	8.50	4.50	166	221	133	9.50	5.70	7.10	Euro 4	E10	5	Passenger	Small	< $40K	T	100	60	9950	11950	11650	13650	8800	10500	12700	21290	1F7 - Silver Pearl (T)	Adelaide (SA)	Auction	2016-10-19 00:00:00.000	10/2013	36	75256	11700.00
